Number,MIC,Company Name,Model Name,Problem 1,Last Date
810042S,DEX,CUSTOM FIBERGLASS,7' SCAMP,FLOTATION-,1982-03-21
920499S,KME,TRI-STATE CUSTOM FBGLS INC,16' C HAWK,HORSEPOWER OVER RATED,1993-02-26
960043T,LAR,LARSON BOATS,LXI/SEI,FUEL FILL,1999-06-30
810076S,RLU,RELIABLE METAL PRODUCT,10' FISHERMAN,MAX WEIGHT (CAP PLATE),1981-08-31
070050T,HPS,AMERICAN HONDA MOTOR CO INC,BF15D & BF20D,FUEL SYSTEM,2017-04-18
050024T,MDN,MERIDIAN YACHTS INC,,RUDDER BEARING FAILURE,2010-04-28
110024S,CRC,CRESTLINER,1850 SPORT FISH,LEVEL FLOTATION,2013-11-18
110021T,BRP,,"""200,225,250,300 HP OBS""",FUEL SYSTEM,2014-04-28
110025T,ZZN,BOMBARDIER,150 SPEEDSTER 180 CHALLENGER,ELECTRICAL,2014-10-29
040079T,PLE,POLARIS INDUSTRIES INC,MSX 140,FUEL HOSE ABRASION,2004-08-18
920531S,WIL,"""WILLIE BOATS, INC""",17' WILLIES PREDATOR,LEVEL FLOTATION,1993-10-26
110036T,BLB,BLB,,SEAT ATTACHMENT,2020-02-13
04R0078S,XKI,FUN IN THE SUN RECREATIONS IN,TORNADO-SAILING CATAMRAN W/O MTR,HULL ID NUMBER,2004-08-18
930042S,JKA,KAWASAKI MOTORS CORP USA,JB650-A1/A2/A3/A4 JETMATE,LABEL - CAPACITY FADED,1993-06-16
130011T,CEC,BRP US INC.,ICON BINNACLE,THROTTLE AND SHIFT CONTRO,2017-01-26
800168S,PLN,DUTCHMAN FIBERGLASS PR,8FT DINGHY,NONCOMPLIANCE,1981-05-19
16CG075S,YTW,AGRI-PLASTICS MFG,TETRA-POD,LEVEL FLOTATION,2023-01-23
170014T,CEC,BRP U.S. INC,E-TEC G2 150-300,ENGINE; GASOLINE,2021-07-19
020139S,CEC,BOMBARDIER MOTOR CORP OF AMER,25 & 30 HORSEPOWER,START IN GEAR,2006-03-15
810114S,LBC,LIVINGSTON INC,15' PACIFIC SKIF,LEVEL FLOTATION,1982-05-18
920349S,AWB,ALUMAWELD BOATS,16' GUIDE,LEVEL FLOTATION,1993-08-19
060068T,DUS,DUSKY MARINE INC,VARIOUS,FUEL FILL FITTING CRACKS,2007-01-31
941251S,LMQ,LOTT MANUFACTURING CO,WHITE CAP 165,LEVEL FLOTATION,1994-11-29
060097T,HQZ,MERCURY MARINE,25/30 EFI 4-STROKE OUTBOARD,THROTTLE MAY STICK,2014-10-15
17CG090S,JNT,NAUTIC STAR LLC,1810 BAY CC,,2023-01-23
170002S,AHQ,THUNDER JET BOATS,V 186 ECO,LEVEL FLOTATION,2021-08-23
180003S,KIS,LEISURE PROPERTIES DBA CROWNL,E30,LABEL; CERTIFICATION,2019-08-15
18CG122S,SNT,SANTEE BOATS LLC,160 CC,LABEL; CERTIFICATION,2023-01-24
950216T,PLR,POLAR KRAFT MFG CO,1700V 1900V 2100V PJ1780,FUEL FILL FITTING CRACKS,1998-05-19
060074T,RGF,MONTEREY BOATS,234 FSX,FUEL FILL FITTING CRACKS,2008-02-21
810064S,ELD,ELDO CRAFT,ALL I/O'S,NO PROTECTION FOR BATTERY,1981-06-15
800105S,MUJ,MOORE BLDRS/LAKE BOATS,12' & 14',MISSING CAP/CERT LAB,1981-08-27
800240S,JCE,PROCRAFT BY MAIDENCRAF,16FT PLAY DECK,LEVEL FLOTATION,1981-10-22
990017S,STR,STARCRAFT MARINE LLC,DECKBOAT,NAV LIGHT - HEIGHT,2001-01-25
060019S,SSU,S2 YACHTS INC,TIARA 3200 OPEN,VENTILATION,2007-02-15
990001T,BUJ,TRACKER MARINE L.P.,NITRO & FISHER FX,STEERING - TILT MECHANISM,2000-06-21
920411S,RNK,RINKER BOAT CO INC,170 CAPTIVA,LEVEL FLOTATION STABILITY,1994-12-30
06R1557S,RGM,"""REGAL MARINE INDUSTRIES, INC",REGAL 2700,,2007-03-23
11P054,IXJ,FLOYD'S FIBERGLASS PRODUCTS I,EXHILIRATOR 101B,LEVEL FLOTATION,2018-09-19
11P052S,HBH,HELLS BAY BOATWORKS INC,GLADES SKIFF TILLER,LEVEL FLOTATION,2014-12-23
180018T,EOU,BOSTON BOATWORKS LLC,"""35Z, 40Z""",ELECTRICAL SYSTEM,2022-09-21
180019T,,MERCURY MARINE,STERNDRIVE,STEERING PUMP,2022-05-26
09R3628S,HIG,PAVATI MARINE,'DRIFTBOAT WARRIOR' OB PWRD BOAT,LEVEL FLOTATION,2010-04-26
030133S,GFN,FOUR WINNS INC,37 AND 47 EXCALIBUR,FUEL FILL LINE,2005-10-28
17CG089S,WAC,WACO MFG INC,EDGE 553,,2023-01-23
17CG111S,GDY,GODFREY MARINE CO,"""SS 188 OB, SD 187 OB""",,2023-01-24
041021S,WTE,SCANDY WHITE BOATS INC,1648 OPEN PRO,LEVEL FLOTATION,2008-10-16
800074S,SEJ,SEAJAY BOATS INC,TR-182 WILDONE,FAIL LEVEL FLOTATION,1980-10-14
971546S,SMK,SMOKER-CRAFT INC,162 PRO MAG,SAFE LOAD:,1999-06-14
971547S,ZEP,PELICAN INTERNATIONAL,C-8 CARIBE 8,SAFE LOAD; PERS WGT,1997-10-20
920444S,ADL,SEA MARK BOATS,16' FISHING BOAT,LEVEL FLOTATION,1995-03-20
030207T,,VOLVO PENTA,ENGINES,FUEL PUMP O RING,2004-07-30
080043T,YAM,YAMAHA MOTOR CORP USA,FX 1800 WAVERUNNER,FUEL SYSTEM,2012-04-19
190048T,HQZ,MERCURY,,FUEL SYSTEM,2022-12-30
000197T,HQZ,HAMILTON JET,HJ-212 AND HJ-213,STEERING,2000-08-30
110026S,HPS,AMERICAN HONDA MOTOR CORP,"""BF2D, BF5A, BF225A, BF200A""",,2013-01-15
100020T,HQZ,MERCURY MARINE,600/700 SCI,ELECTRICAL,2010-08-24
08P042T,BUJ,TRACKER MARINE GROUP L.P.,TOPPER 1032,LEVEL FLOTATION,2009-07-13
810166S,ANG,ANGLER BOAT CORP,V-17 HARD DECK,LEVEL FLOTATION,1983-08-16
980070T,WEL,WELLCRAFT MARINE CORP,SCARAB 19 FOOT JET,FLOODING AROUND EXHAUST,1998-11-30
980232T,HWS,SABRE CORPORATION,402,FUEL TANK LEAK - DIESEL,1999-09-27
940314S,NFK,NORTHEAST FIBERGLASS,TDB-17 1990-1993,SAFE HORSEPOWER,1994-10-14
950120T,TMS,THOMPSON MARINE PRODUCTS INC,1800BR 200BR 2000C 2100BR,FUEL FILL FITTING CRACKS,1999-12-29
08R2731S,STR,STARCRAFT MARINE,1900 IO,VENTILATION,2010-09-16
150018S,SER,SEA RAY BOATS,19SPX AND 21SPX,VENTILATION,2022-02-14
150020T,,BRP,ICON AND ICON II,SHIFT AND THROTTLE,2017-04-21
98V042S,OTO,GLOUCESTER FIBERGLASS,EAGLE 15,LEVEL FLOTATION,2000-04-19
951378S,HXW,HOLBY MARINE,BRISTOL SKIFF,SAFE LOADING - MAX WEIGHT,1995-11-23
030127T,BEY,BENETEAU USA INC,FIRST 36.7,STEERING ARM,2004-03-25
820016E,GBN,GIBSON FIBERGLASS PROD,ONAN MCCK,STARTER MTR ON ONAN MCCK,1982-08-18
010093S,GLA,GLASTRON BOATS,"""175 SX, 185 SX, 195 SX, 205 SX""",BASIC FLOTATION,2003-12-30
950194T,OMC,OUTBOARD MARINE CORP,LOWE DECK & PONTOON BOATS,FUEL FILL FITTING CRACKS,1998-04-21
020153T,CEC,BOMBARDIER LTD,UTOPIA 185 AND 205 SPORT BOATS,STEERING CONTROL,2007-09-15
050030T,EGO,S.A.F.E. BOATS INTERNATIONAL,,FUEL TANK LEAK,2006-03-27
971558S,MRR,NORTHPORT INC,V 1450,LEVEL FLOTATION,1999-02-23
021072S,PCY,PRINCESS MARINE,LC 11,LEVEL FLOTATION,2002-12-16
810035K,ENC,ENDEAVOR YACHT,,AIRPAX T-11 INSTALLED,1982-10-13
800075S,SCT,SCOTT BOAT CO INC,1680 O/B,SAFE LOADING,1980-09-22
030096S,THM,BRUNSWICK FAMILY BOAT CO INC,2052 TROPHY,IGNITON PROTECTION,2006-01-19
940141T,BUJ,"""TRACKER MARINE, L.P.""",PRO 18 SPORT JET,NON IGN PROTECTED DEVICE,1994-12-29
07P034T,TGF,FISH-RITE BOATS INC,19' PERFORMER,LEVEL FLOTATION,2013-08-20
090049S,HQZ,BOMBARDIER RECREATIONAL PROD,"""E-TEC DPL, DEL, DRL, AND WDR""",START IN GEAR,2012-05-17
020133T,SSU,S2 YACHTS INC,3000 EXPRESS 2600 DENALI,VENTILATION,2004-05-30
06R1169S,GSU,SPLENDOR BOATS,POOR MAN'S BASS OUTBOARD BOAT,LABEL; CAPACITY,2007-02-22
810118S,TMD,TROLLER CORP,T-14,MAX WEIGHT,1981-12-15
01R0312S,FWZ,FIBERGLASS WORKS INC,RAM 200 & RAM 2100,VENTILATION,2001-10-23
960077T,,MERCURY MARINE,COMMANDER 3000 REMOTE CONTROL,THROTTLE CONTROL,2002-10-23
080042T,MDN,MERIDIAN YACHTS INC,"""341NSB, 411SB, 441SB""",SHOREPOWER CONNECTION,2015-10-15
971523S,LRC,LITTLE RIVER MARINE,WHITE DORY SINGLE,SAFE LOAD:,1997-09-18
150023S,FGE,COBALT BOAT,296 & 302; 336 & 273,FUEL SYSTEM,2019-12-17
950334T,UMA,UNITED MARINE CORP,UNK,FUEL FILL FITTING CRACKS,1996-09-30
040017S,CEC,BOMBARDIER RECREATIONAL PROD,SPORTBOATS,FUEL SYSTEM,2008-06-13
15CG044S,EZL,SOUTHFORK CUSTOM BOAT MFG INC,1648 JON� EXL BOAT,LABEL; CAPACITY,2022-11-22
15CG047S,CJT,BLAZER BOAT MANUFACTURING,1656 CUSTOM JON (SPORT) WO REMOT,LEVEL FLOTATION,2022-11-22
950232T,SEA,SEA NYMPH INC,VARIOUS SEE REMARKS,FUEL FILL FITTING CRACKS,1999-06-30
020197S,,SEA MAXX,5.0 & 5.7 L MPI ENGINES,ELECTRICAL SYSTEM,2004-11-30
980165T,ZZN,BOMBARDIER CORP,SPEEDSTER/CHALLENGER JET BOATS,SEAT SWIVEL PLATES BREAK,2000-06-15
980166S,ACB,ALUMACRAFT BOAT CO,1450AW; MV1450AW;,LEVEL FLOTATION,2001-05-16
060009T,CEC,"""BRP, USA INC.""",EVINRUDE E-TEC TILLER KIT,SHIFT CABLE,2006-06-15
160002T,CEC,BRP US,E TECH ICON AND ICON II,,2020-10-14
14R5436S,CAX,CASTRO SKIFF,LOOKOUT SKIFF�,LABEL; CAPACITY,2014-05-20
13R5141S,VIC,MARINE TECHNOLOGY INC,'48 RACE PLEASURE' IB,FUEL SYSTEM,2016-04-18
970113S,LHR,LUHRS,TOURNAMENT 290,POTENTIAL FOR FIRE,1998-05-21
980085T,MRK,MAKO MARINE INC,MAKO 252,SWAMPING - POSSIBLE,1999-10-31
981606S,MDT,BUMBLE BEE BOATS,180SS,LEVEL FLOTATION,1999-12-15
920350S,KWE,KEY WEST BOATS INC,1750 SPORTSMAN,LEVEL FLOTATION,1994-10-17
941325S,PXK,PRO-SPORTS BOATS INC,1400 SC RUNABOUT,SAFE LOAD MAX PERS & WT,1995-10-25
08R2692S,ETC,EBBTIDE CORPORATION,192 SE,VENTILATION,2013-08-14
19CG152S,YKR,MARLON RECREATIONAL PRODUCTS,WV14L,LEVEL FLOTATION,2023-01-20
19CG153S,SMK,SMOKER CRAFT INC,VOYAGER 14 BENCH,LEVEL FLOTATION,2022-12-20
800217S,XRX,B&C FIBERGLASS CO.,,SAFE LOADING,1982-03-22
10V230,ASP,ALEXANDRIA SEAPORT FOUNDATION,CHALLENGE WHERRY,,2011-02-22
110002S,CRC,,,ELECTRICAL SYSTEM,2011-04-25
030125T,CEC,BOMBARDIER MOTOR CORP OF AMER,SEA-DOO SPORTSTER 4-TEC,IGNTION PROTECTION,2003-07-31
050027T,GLA,GLASTRON BOATS,DS 215,FUEL SYSTEM,2007-01-30
941300S,KLA,KLASSIC BOAT COMPANY,THUNDERBOLT 155,LEVEL FLOTATION,1995-05-24
15R5661S,JPV,HAGADONE HOSPITALITY,�CORE 34� INBOARD POWERED BOAT,ENGINE; GASOLINE,2017-10-31
15R5660S,WJU,STAN-CRAFT BOAT COMPANY,�17 RIVERBOAT� OUTBOARD BOAT,LABEL; CAPACITY,2018-02-20
810213S,JHR,INDIAN RIVER BOATS,14' O/B,SAFE POWERING,1985-01-31
980078T,BUJ,TRACKER MARINE L.P.,TAHOE Q5S SPORT BOAT,FUEL FILL HOSE,1999-07-30
030085T,BLN,BAYLINER MARINE CORP,2109 & 209 DECK BOAT,ELECTRICAL SYSTEM,2006-01-19
961454S,OMC,OUTBOARD MARINE CORP,1960 HUSKY,HORSEPOWER,1997-04-16
930183S,OSY,OFFSHORE YACHT INC,OFFSHORE 18,LEVEL FLOTATION STABILITY,1995-11-30
041024R1,NRB,NORTH RIVER JET BOATS INC,1710 SCOUT,,2007-08-21
090029S,CRC,CRESTLINER INC,14 CANADIAN SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
920249T,YAM,YAMAHA MOTOR CORP USA,WR500Q&WR650Q WAVERUNNERS,FUEL TANK FILLER DEFECT,1994-08-25
180012S,SER,SEA RAY,260 DA,FUEL SYSTEM,2022-02-14
18R6022S,DUX,DOUGLAS MARINE CORP,�380� INBOARD,FUEL SYSTEM,2022-02-22
15CG046S,IDM,MOMARSH INC,12� FG DUCK,LEVEL FLOTATION,2020-01-28
18R5918S,CHT,CHEETAH BOAT MFG,�WILDCAT� INBOARD,VENTILATION,2019-07-16
18R5916S,ULB,ULTRA BOATS,�28 SHADOW DECK� INBOARD,ELECTRICAL SYSTEM,2020-02-14
18X033CS,HCC,HOBIE CAT COMPANY,KAYAK (MODEL NOT KNOWN),HULL ID NUMBER,2020-02-14
18CG123S,EKH,CAROLINA SKIFF LLC,16 JVX CC,HULL ID NUMBER,2022-12-30
800017T,TMS,THOMPSON BOATS INC,,NONCOMPLIANCE,1981-02-19
960014T,XSK,SUNSEEKER USA INC,"""42 MUSTIQUE, 46 MANHATTAN""",FUEL TANK SPLIT,1996-04-23
031018T,LYG,SEA FOX BOAT COMPANY INC,160 C/C,PORT STABILITY,2009-02-19
090032S,CRC,CRESTLINER INC,167 KODIAK SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
06R1220S,MYG,MORLEY CEDAR CANOES,14FT 6 IN ROWBOAT,LABEL; CAPACITY,2006-06-27
150012T,,MERCURY MARINE,MERCURY 2.0L,ENGINE; DIESEL,2017-06-26
980055T,GLA,GLASTRON INC,GS 249 CRUISERS W/NOVATRON PANEL,ELECTRICAL AC GROUND,1998-10-30
100017T,BUJ,TRACKER MARINE GROUP,,OTHER,2013-03-18
980041T,SSU,TIARA YACHTS INC,28 FT WALKAROUND 28 FT OFFSHORE,ELECTRICAL AC GROUND,1998-12-30
930114T,HUN,HUNTER MARINE CORP,PASSAGE 42 SAILBOAT,STEMBALL EYE FITTING,1994-04-14
030113T,PLE,POLARIS INDUSTRIES INC,"""SLH, SLXH, SLII, SLX, PRO 1200""",PWC HOOD COULD SEPARATE,2005-02-18
17CG097S,EJE,XTREME BOATS,BRUTE 1654 SC,LEVEL FLOTATION,2023-01-23
950283T,OMC,OUTBOARD MARINE CORP,"""STRATOS, JAVELIN, HYDRA S""",JACK PLATES,1999-06-30
950284T,BL1,BAYLINER MARINE CORP,CAPRI 2250 LS AND 2250 SS,VENTILATION ENGINE SPACE,1999-06-30
030053T,SSU,TIARA YACHTS,PURSUIT 3800/TIARA 3800 0PEN,ELECTRICAL,2006-03-13
950131T,STR,STARCRAFT MARINE LLC,SEE FILE,FUEL FILL FITTING CRACKS,1999-06-30
951410S,YSI,SEMINOLE MARINE,SAILFISH SF 150,LEVEL FLOTATION,1996-04-14
010008T,TKZ,STARDUST CRUISERS,ALL,EXHAUST SYSTEM,2003-01-15
02R0323S,EYE,SHARPE HOUSEBOAT INC,82X16 WC,LABEL; BLOWER WARNING,2002-10-29
07R2209S,NOJ,"""NORTHWEST JET BOATS, INC.""","""FREEDOM 19'10""""""",LABEL; CAPACITY,2008-12-16
800291S,SST,SOMERSET BOAT CO,HOUSEBOAT,FUEL TANK STRAPING,1981-04-16
810082S,,VIKING BOAT CO,1440 IF,LEVEL FLOTATION,1982-04-13
19CG156S,GBC,GREGOR BOAT COMPANY,CH-45L CH-51L,BASIC FLOTATION,2023-01-20
19CG157S,HUL,KLAMATH BOAT CO LLC,152 WESTCOASTER,LEVEL FLOTATION,2023-01-20
19R6079S,HLG,HOLLANDS BOAT SHOP,�HOLLAND 14� OUTBOARD,SAFE LOADING MAX WT,2020-06-27
090035S,CRC,CRESTLINER INC,1650 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
090036S,CRC,CRESTLINER INC,1700 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
090037S,CRC,CRESTLINER INC,1750 FISH HAWK SIDE CONSOLE,LEVEL FLOTATION,2012-05-23
15CG049S,LBB,LUND BOATS,1800 ALASKAN TILLER� OUTBOARD,SAFE LOADING MAX WT,2023-01-20
19CG155S,AWB,ALUMAWELD BOATS,16 SPORT SKIFF,LEVEL FLOTATION,2020-12-30
960097T,HQZ,U.S. COAST GUARD HEADQUARTERS,FUEL INJECTORS,ENGINE FUEL INJECTORS,1999-06-30
050079T,CEC,BOMBARDIER RECREATIONAL PROD,EVINRUDE,E-TEC TILLER KIT,2007-09-15
950278T,WEL,WELLCRAFT MARINE,,FUEL FILL FITTING CRACKS,1995-10-30
810160S,NEG,NEODESHA PLASTICS,9' DINGHY BASSTRACK,SAFE LOADING,1982-03-22
041026S,TGF,FISH-RITE BOATS,16' ALUMINUM FISH 16X65 ROGUE,BASIC FLOTATION,2010-10-15
040008S,,VOLVO PENTA,FEDERAL MOGUL FUEL PUMPS,FUEL PUMP LEAKS,2004-05-15
090027S,TJZ,TRITON BOAT COMPANY LP,16 DV,LEVEL FLOTATION,2011-03-22
16CG071S,BUJ,TRACKER MARINE GROUP L.P.,�GUIDE V 14 STD�,SAFE LOADING MAX PERS WT,2023-01-23
950146T,GRZ,DESIGN CONCEPTS,,FUEL FILL FITTING CRACKS,1997-05-28
01R0254S,COJ,COMMANDER BOATS,HAWK,VENTILATION,2003-03-28
13PR013,DBW,DARGEL BOAT WORKS,SKOUT 190,SAFE LOADING PERSONS,2015-04-25
04V067S,LVI,LIVINGSTON BOATS INC,12' LIVINGSTON,,2006-04-18
04V068T,LVI,LIVINGSTON BOATS INC,14' LIVINGSTON,,2006-04-18
160012T,HAT,HATTERAS YACHTS,VARIOUS,SEAT,2023-01-24
820142S,BFX,B&D FIBERGLASS,176 PRO & COMBO,PERSONS CAPACITY,1983-01-18
190039T,SER,SEA RAY BOATS,DA320 DA350 DAC350,STEERING,2022-02-14
190038T,SER,SEA RAY BOATS,DA320 DA350 DAC350 DAC320,ELECTRICAL SYSTEM,2021-12-22
190040T,FIN,CENTURION & SUPREME,ZS232,DYNAMIC INSTABILITY,2019-08-30
070045T,HQZ,VOLVO PENTA,HOLLEY CARBURETORS,CARBURETOR CORROSION,2017-12-19
14CG016S,JOK,K L INDUSTRIES,SUN DOLPHIN PRO 120,,2016-07-20
110048T,,MERCURY MARINE,40/50/60 HP FOUR STROKE,FUEL SYSTEM,2022-07-13
110045T,,EZY GLIDE INC,,STEERING,2014-03-24
07R2243S,VMP,INITIAL MARINE INC,"""290 SC 28' 6""""""",LABEL,2008-05-20
130001T,AHM,EAST TENNESSEE COMPOSITES,BF2.3D MOTOR,FUEL SYSTEM,2014-07-17
10R3717S,PTJ,NAUTICA INTERNATIONAL INC,'XP 10' IB GAS POWERED BOAT,,2010-03-17
800268S,BLI,BAYLINER MARINE CORP,EXPLORER COMMA,NO CERTIFICATION LAB,1980-01-26
950020T,WET,WETJET,WETJET DUO 300,STEERING:JET PUMP NOZZLE,1999-03-25
140004T,HPS,AMERICAN HONDA MOTOR CO INC,ARX1200,FUEL SYSTEM,2022-10-26
16CG078S,TTN,TITAN MARINE LLC,HAVOC 1556 DBST,,2023-01-23
14CG011,REC,RECREATION UNLIMITED LLC,KEY LARGO 168 BAY CC,LEVEL FLOTATION,2022-12-30
940042S,GDY,GODFREY MARINE COMPANY,20' AND 23' FUN DECK,LABEL NO BLOWER WARNING,1994-12-15
090031S,CRC,CRESTLINER INC,167 KODIAK TILLER,LEVEL FLOTATION,2012-05-23
810018S,XUT,SOUTHERN SAILS-INC.,SKIFFIE,NO CAPACITY LABEL,1978-08-21
070018T,CEC,BOMBARDIER RECREATIONAL PROD,VARIOUS,GAS SPRING BRACKET,2010-04-29
010178S,MXP,MAXUM MARINE,3000 SCR SUNCRUISER,ISOLATION BULKHEAD,2006-01-19
190031S,SER,SEA RAY BOATS,SXO400,VENTILATION,2021-12-27
190030T,KIS,CROWNLINE BOATS,E285 E285XS,ELECTRICAL SYSTEM,2020-06-21
19CG164S,SOM,SEAARK LLC DBA SEAARK BOATS,MV1648 SPECIAL,LEVEL FLOTATION,2020-07-17
820078S,,RIVERCRAFT BOATS,XL 300,LEVEL FLOTATION,1983-04-13
18CG129S,ZBI,CAMPION MARINE INC,EXPLORER 492 CC,LEVEL FLOTATION,2020-01-30
180010S,FGE,COBALT BOATS,,HULL; CRAZING,2022-07-19
16CG081S,MBL,MAY-CRAFT FIBERGL PRODS INC,MAY-CRAFT 17,,2023-01-23
920358S,AWB,ALUMAWELD BOATS,18' KENAI FLYER O/B SLED,LEVEL FLOT W/REMOTE STRG,1993-08-19
06R1204S,HUN,HUNTER COMPOSITES TECHNOLOGY,LIBERTY,HULL ID NUMBER,2006-05-30
17CG099S,GDJ,GLASSTREAM INC,FIBERGLASS FISH,VENTILATION,2023-01-23
01R0481S,SKG,SHOCKWAVE MARINE,21 LS,VENTILATION,2002-06-18
980159T,,MERCURY MARINE,MERCURY/MARINER 9.9/15 O/BS,ENGINE MOTOR MOUNTS,2002-02-20
050010T,YAM,YAMAHA MOTOR CORP USA,FX1100,THROTTLE BODY ASSEMBLY,2005-03-14
940134T,FWN,FOUR WINNS (OMC),278 VISTA,ELECTRICAL SYSTEM:,1999-06-30
03R0570S,NPH,STOWBOATS,STOWAWAY CANOE- 8 FT 6 IN,HULL ID NUMBER,2004-02-20
03R0580S,LEL,CAJUN SPECIAL BOATS,1700 SUPER SPORT,HULL ID NUMBER,2010-03-18
02R0284T,DZU,THOROUGHBRED CRUISERS INC,83 X 18,ELECTRICAL SYSTEM,2002-06-13
980158T,,MERCURY MARINE,MERCURY/MARINER 15 OUTBOARDS,REVERSE LOCK LINK ROD,2002-02-20
820016H,SST,SOMERSET BOAT COMPANY,ONAN MCCK,STARTER MTR ON ONAN MCCK,1982-08-17
990195T,XGQ,SEA DAN,320 OF AND 360 WA,NAVIGATION LIGHTS,2000-11-13
080039S,HQZ,MERCURY MARINE,TILLER KIT 75-115 HP OUTBOARD,START IN GEAR,2011-07-25
970007T,HQZ,U.S. COAST GUARD HEADQUARTERS,GAS POWERED GENERATORS SEE REMAR,IGNITION PROTECTION -,1998-06-19
940310S,CTC,CORRECT CRAFT INC,NAUTIQUE SUPER SPORT,FUEL SYSTEM,1995-09-26
950052T,OMC,OUTBOARD MARINE CORP,EVINRUDE/JOHNSON,NO START-IN-GEAR (EXPORT,1999-06-30
001026T,LYG,SEA FOX BOAT COMPANY INC,160CC,LEVEL FLOTATION,2009-02-19
800185S,TGF,TWO GUYS FABRICATION,16FT 85,NONCOMPLIANCE,1980-01-29
950233T,SER,SEA RAY BOATS INC,240SD & 240DA,FUEL FILL FITTING CRACKS,1998-10-19
810063S,ELD,ELDO-CRAFT,SIESTA I/O,NO BLOWER LABEL,1981-06-15
800089S,CFS,COLUMBIA FIBERGLASS,12FT LAPSTRAKE,LEVEL FLOTATION,1980-11-17
990167T,KAW,KAWASAKI MOTORS MFG,ULTRA 150,STEERING,2000-03-14
14CG005,MBL,MAY-CRAFT FIBERGL PRODS INC,1800 CC,LEVEL FLOTATION,2023-01-20
150010T,CEC,BRP US INC,EVINRUDE E-TEC G2 74� V6 3.4 L,STEERING,2018-09-26
940129S,CBL,LONDON BRIDGE BOAT CO,22' DAYCRUISER,NON IGN PROTECTED DEVICE,1995-06-29
980054T,LAR,LARSON BOATS,LARSON CRUISERS W/NOVATRON PANEL,ELECTRICAL AC GROUND,1998-10-31
140013T,CEC,BRP US INC.,SEADOO SPARK,STEERING COLUMN,2017-07-21
980053T,BWC,BOSTON WHALER INC,,FUEL TANK,2000-05-31
140021T,SER,SEA RAY BOATS,270 SD; 270 OB,VENTILATION,2018-11-14
170006S,KAW,KAWASAKI MOTORS MFG,"""JT1200, JT1500""",FUEL SYSTEM,2022-10-26
150003T,SER,SEA RAY BOATS,19SPXO,LEVEL FLOTATION,2016-07-19
18CG127S,FIS,FISH-RITE BOATS,FISHMASTER 15,LABEL; CAPACITY,2023-01-20
920374T,NIS,NISSAN MARINE & POWER PRODCTS,NISSAN 5 HP O/B MOTOR,FUEL TANK LEAK,1993-11-30
16CG057S,GHE,GHEEN MANUFACTURING,15� FIBERGLASS HUNT-FISH,,2023-01-23
02R0322S,SGU,SKIPPERLINER HOUSEBOATS,AQUAMINIUM 600,ELECTRICAL STARTER TERM,2004-05-14
800067S,AMM,PACIFIC BOATLAND,1810 17FT O/B,CAP LABEL NOT VISIBL,1980-10-29
09R3512S,WOO,WOODMAN BOATS LLC,'EIDER ELECTRIC' LAUNCH,SAFE LOADING PERSONS,2010-06-16
16CG061S,UGW,UNLIMITED GLASSWORKS INC.,LOWTIDE 25,LEVEL FLOTATION,2021-09-22
18CG150S,JOK,K L INDUSTRIES,9.4 ROWING DINGHY,SAFE LOADING MAX WT,2019-09-14
18CG141S,DBI,DRAGONFLY BOATWORKS LLC,MARSH HEN,BASIC FLOTATION,2023-01-20
19CG151S,LBB,LUND BOATS,SSV 14,LEVEL FLOTATION,2023-01-20
190052T,SER,SEA RAY BOATS,SDX290 SDO290,ELECTRICAL SYSTEM,2021-12-22
190053T,SER,SEA RAY BOATS,SLX250 SLX280,ELECTRICAL SYSTEM,2021-12-22
190054T,BRP,BRP,"""LEGACY, XT, LT, X-PLODE""",HULL; CRACKS,2022-11-29
20SD0003,SER,SEA RAY BOATS,VARIOUS,ELECTRICAL SYSTEM,2021-12-22
20SD0004,EKH,CAROLINA SKIFF LLC,"""22 HFC, 24 HFC""",ELECTRICAL SYSTEM,2022-12-30
190033T,,,"SIERRA PART # 18-0871, 18-7044",FUEL SYSTEM,2019-10-15
190041T,,DOMETIC,OPTIMUS,DYNAMIC INSTABILITY,2020-01-13
190042T,,TORQUEEDO,TRAVEL AND ULTRALIGHT,ELECTRICAL SYSTEM,2022-01-20
190051S,SER,SEA RAY BOATS,310SXO,ELECTRICAL SYSTEM,2021-12-22
20SD0006,WTX,BRUNSWICK FAMILY BOAT CO INC,WT-2DC WTSURF,VENTILATION,2020-11-23
20SD0007,,HONDA MOTOR COMPANY,,ENGINE; GASOLINE,2022-10-26
20SD0008,BRP,BLACK RIVER CANOES,MANITOU RFX/RFXW,HULL; CRACKS,2022-11-29
20SD0011,AHQ,THUNDER JET BOATS,176 180 ECOJET,ELECTRICAL SYSTEM,2020-07-21
20SD0012,MB2,MALIBU BOATS,WAKESETTER,FUEL SYSTEM,2021-09-16
20CG0019,SVT,COMPOSITE RESEARCH INC,SUNDANCE K168D,MAXIMUM WEIGHT CAPACITY,2023-01-24
20DL0869,KRA,KRASH INDUSTRIES,,BOAT HAS CERTIFICATION LA,2020-11-23
20SD0017,111,MERCURY,35-60 EFI 75-115 SEA,,2022-12-30
